id,trait_e,trait_n,trait_o,trait_a,trait_c,state_e_3,state_e_4,state_e_5,state_e_6,state_e_7,state_e_8,state_e_9,state_e_10,state_e_11,state_e_12,state_e_13,state_e_14,state_e_15,state_e_16,state_e_17,state_e_18,state_e_19,state_e_20,state_e_21,state_e_22,state_e_23,state_e_24,state_e_25,state_e_26,state_e_27,state_e_28,state_e_29,state_e_30,state_e_31,state_e_32,state_e_33,state_e_34,state_n_3,state_n_4,state_n_5,state_n_6,state_n_7,state_n_8,state_n_9,state_n_10,state_n_11,state_n_12,state_n_13,state_n_14,state_n_15,state_n_16,state_n_17,state_n_18,state_n_19,state_n_20,state_n_21,state_n_22,state_n_23,state_n_24,state_n_25,state_n_26,state_n_27,state_n_28,state_n_29,state_n_30,state_n_31,state_n_32,state_n_33,state_n_34,state_o_3,state_o_4,state_o_5,state_o_6,state_o_7,state_o_8,state_o_9,state_o_10,state_o_11,state_o_12,state_o_13,state_o_14,state_o_15,state_o_16,state_o_17,state_o_18,state_o_19,state_o_20,state_o_21,state_o_22,state_o_23,state_o_24,state_o_25,state_o_26,state_o_27,state_o_28,state_o_29,state_o_30,state_o_31,state_o_32,state_o_33,state_o_34,state_a_3,state_a_4,state_a_5,state_a_6,state_a_7,state_a_8,state_a_9,state_a_10,state_a_11,state_a_12,state_a_13,state_a_14,state_a_15,state_a_16,state_a_17,state_a_18,state_a_19,state_a_20,state_a_21,state_a_22,state_a_23,state_a_24,state_a_25,state_a_26,state_a_27,state_a_28,state_a_29,state_a_30,state_a_31,state_a_32,state_a_33,state_a_34,state_c_3,state_c_4,state_c_5,state_c_6,state_c_7,state_c_8,state_c_9,state_c_10,state_c_11,state_c_12,state_c_13,state_c_14,state_c_15,state_c_16,state_c_17,state_c_18,state_c_19,state_c_20,state_c_21,state_c_22,state_c_23,state_c_24,state_c_25,state_c_26,state_c_27,state_c_28,state_c_29,state_c_30,state_c_31,state_c_32,state_c_33,state_c_34,happiness_3,happiness_4,happiness_5,happiness_6,happiness_7,happiness_8,happiness_9,happiness_10,happiness_11,happiness_12,happiness_13,happiness_14,happiness_15,happiness_16,happiness_17,happiness_18,happiness_19,happiness_20,happiness_21,happiness_22,happiness_23,happiness_24,happiness_25,happiness_26,happiness_27,happiness_28,happiness_29,happiness_30,happiness_31,happiness_32,happiness_33,happiness_34,selfesteem_3,selfesteem_4,selfesteem_5,selfesteem_6,selfesteem_7,selfesteem_8,selfesteem_9,selfesteem_10,selfesteem_11,selfesteem_12,selfesteem_13,selfesteem_14,selfesteem_15,selfesteem_16,selfesteem_17,selfesteem_18,selfesteem_19,selfesteem_20,selfesteem_21,selfesteem_22,selfesteem_23,selfesteem_24,selfesteem_25,selfesteem_26,selfesteem_27,selfesteem_28,selfesteem_29,selfesteem_30,selfesteem_31,selfesteem_32,selfesteem_33,selfesteem_34,duty_3,duty_4,duty_5,duty_6,duty_7,duty_8,duty_9,duty_10,duty_11,duty_12,duty_13,duty_14,duty_15,duty_16,duty_17,duty_18,duty_19,duty_20,duty_21,duty_22,duty_23,duty_24,duty_25,duty_26,duty_27,duty_28,duty_29,duty_30,duty_31,duty_32,duty_33,duty_34,intellect_3,intellect_4,intellect_5,intellect_6,intellect_7,intellect_8,intellect_9,intellect_10,intellect_11,intellect_12,intellect_13,intellect_14,intellect_15,intellect_16,intellect_17,intellect_18,intellect_19,intellect_20,intellect_21,intellect_22,intellect_23,intellect_24,intellect_25,intellect_26,intellect_27,intellect_28,intellect_29,intellect_30,intellect_31,intellect_32,intellect_33,intellect_34,adversity_3,adversity_4,adversity_5,adversity_6,adversity_7,adversity_8,adversity_9,adversity_10,adversity_11,adversity_12,adversity_13,adversity_14,adversity_15,adversity_16,adversity_17,adversity_18,adversity_19,adversity_20,adversity_21,adversity_22,adversity_23,adversity_24,adversity_25,adversity_26,adversity_27,adversity_28,adversity_29,adversity_30,adversity_31,adversity_32,adversity_33,adversity_34,mating_3,mating_4,mating_5,mating_6,mating_7,mating_8,mating_9,mating_10,mating_11,mating_12,mating_13,mating_14,mating_15,mating_16,mating_17,mating_18,mating_19,mating_20,mating_21,mating_22,mating_23,mating_24,mating_25,mating_26,mating_27,mating_28,mating_29,mating_30,mating_31,mating_32,mating_33,mating_34,positivity_3,positivity_4,positivity_5,positivity_6,positivity_7,positivity_8,positivity_9,positivity_10,positivity_11,positivity_12,positivity_13,positivity_14,positivity_15,positivity_16,positivity_17,positivity_18,positivity_19,positivity_20,positivity_21,positivity_22,positivity_23,positivity_24,positivity_25,positivity_26,positivity_27,positivity_28,positivity_29,positivity_30,positivity_31,positivity_32,positivity_33,positivity_34,negativity_3,negativity_4,negativity_5,negativity_6,negativity_7,negativity_8,negativity_9,negativity_10,negativity_11,negativity_12,negativity_13,negativity_14,negativity_15,negativity_16,negativity_17,negativity_18,negativity_19,negativity_20,negativity_21,negativity_22,negativity_23,negativity_24,negativity_25,negativity_26,negativity_27,negativity_28,negativity_29,negativity_30,negativity_31,negativity_32,negativity_33,negativity_34,deception_3,deception_4,deception_5,deception_6,deception_7,deception_8,deception_9,deception_10,deception_11,deception_12,deception_13,deception_14,deception_15,deception_16,deception_17,deception_18,deception_19,deception_20,deception_21,deception_22,deception_23,deception_24,deception_25,deception_26,deception_27,deception_28,deception_29,deception_30,deception_31,deception_32,deception_33,deception_34,sociability_3,sociability_4,sociability_5,sociability_6,sociability_7,sociability_8,sociability_9,sociability_10,sociability_11,sociability_12,sociability_13,sociability_14,sociability_15,sociability_16,sociability_17,sociability_18,sociability_19,sociability_20,sociability_21,sociability_22,sociability_23,sociability_24,sociability_25,sociability_26,sociability_27,sociability_28,sociability_29,sociability_30,sociability_31,sociability_32,sociability_33,sociability_34
13,3,3.6,3,3,4,6.5,7,6.5,6.5,5.5,7,4,4.5,4,2,4,1,5.5,5,NA,4.5,4,6.5,1.5,NA,7,5,NA,3.5,NA,4.5,6,5,6,5,NA,6,1,1,2,1,1,4,1,1,1,2,1,6,1,7,NA,4,1,4,2,NA,1,1,NA,2,NA,2,3,2,2,4,NA,2,4,4,6,6,7,4,4,7,7,4,7,4,4,7,NA,4,6,7,4,NA,7,7,NA,4,NA,6,4,7,7,4,NA,4,7,7,7,7,7,7,4,7,7,4,7,3,7,7,NA,5,7,7,4,NA,NA,6,NA,6,NA,7,5,7,6,5,NA,7,4,7,7,7,4,3,3,7,7,4,7,4,7,7,NA,5,7,7,2,NA,4,7,NA,6,NA,7,7,7,7,7,NA,4,7,7,6,7,7,7,6,7,7,4,6,6,7,7,NA,2,7,6,7,NA,7,7,NA,6,NA,7,7,7,7,5,NA,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,NA,2,4,4,7,NA,7,7,NA,5,NA,7,7,7,7,5,NA,7,1,7,7,7,1,1,NA,7,6,7,7,6,7,7,NA,6,7,7,1,NA,7,7,NA,6,NA,5,7,7,7,7,NA,3,1,5,7,7,1,1,1,7,6,1,7,1,7,4,NA,6,7,7,1,NA,4,7,NA,2,NA,3,5,7,7,7,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,NA,1,NA,1,1,5,1,1,NA,1,5,1,1,1,6,2,1,1,1,1,1,1,1,1,NA,1,1,1,6,NA,7,1,NA,1,NA,1,1,7,1,1,NA,1,7,7,5,5,7,7,6,4,5,6,2,3,7,5,NA,1,7,4,4,NA,7,3,NA,6,NA,6,5,6,6,1,NA,6,2,1,1,5,1,1,1,2,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,NA,2,NA,1,2,1,1,1,NA,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,1,2,NA,1,7,7,7,5,NA,7,1,1,1,1,1,5,4,7,NA,1,7,5,1,NA,6,5,NA,3,NA,7,1,6,5,1,NA,7
15,4.1,3.5,4.1,3.7,4.3,3,NA,NA,NA,NA,3,5,NA,NA,3.5,4,4,4,4.5,3,6,NA,NA,5,NA,5,4.5,4.5,1.5,5.5,NA,NA,4,2.5,2.5,4,4.5,2,NA,NA,NA,NA,1,2,NA,NA,3,1,3,4,1,1,4,NA,NA,3,NA,1,3,7,7,4,NA,NA,6,7,7,5,7,2,NA,NA,NA,NA,2,3,NA,NA,3,4,3,7,7,3,7,NA,NA,6,NA,5,6,4,2,5,NA,NA,NA,3,2,5,4,7,NA,NA,NA,NA,6,5,NA,NA,5,7,7,6,5,6,6,NA,NA,7,NA,7,7,4,2,5,NA,NA,5,3,4,6,4,3,NA,NA,NA,NA,7,4,NA,NA,2,3,3,2,4,4,7,NA,NA,3,NA,5,5,4,4,7,NA,NA,5,7,3,5,4,5,NA,NA,NA,NA,6,7,NA,NA,6,7,5,7,7,3,7,NA,NA,5,NA,7,7,6,3,2,NA,NA,5,1,3,7,2,4,NA,NA,NA,NA,5,5,NA,NA,5,2,3,5,4,5,6,NA,NA,6,NA,6,7,6,3,5,NA,NA,5,5,3,6,1,2,NA,NA,NA,NA,1,4,NA,NA,6,4,3,3,6,7,5,NA,NA,6,NA,5,1,6,7,7,NA,NA,7,7,5,7,5,1,NA,NA,NA,NA,1,1,NA,NA,1,3,1,1,2,3,3,NA,NA,7,NA,5,7,6,7,6,NA,NA,2,7,3,2,3,1,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,2,1,NA,NA,1,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,4,1,NA,NA,2,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,6,NA,NA,NA,NA,6,5,NA,NA,5,7,6,7,7,3,7,NA,NA,5,NA,NA,6,3,1,7,NA,NA,4,1,5,3,5,1,NA,NA,NA,NA,1,2,NA,NA,3,1,2,2,1,1,1,NA,NA,1,NA,1,1,1,7,4,NA,NA,3,7,5,3,4,1,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,7,NA,NA,NA,NA,2,2,NA,NA,6,7,4,7,5,5,6,NA,NA,7,NA,7,6,3,3,6,NA,NA,7,2,1,3,7
19,3.4,2.6,4.5,3.6,3.8,3,2.5,4.5,1.5,3,NA,4.5,4,4,NA,1.5,5,5,4,4,4,4.5,4,4,4,4.5,7,4,4,4,5,6.5,4.5,7,4,NA,4,7,7,2,2,2,NA,7,1,1,NA,7,1,7,2,1,1,7,2,1,1,1,1,1,1,1,7,1,2,7,1,NA,1,4,3,6,6,6,NA,3,7,7,NA,1,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,7,2,4,5,5,5,NA,2,7,7,NA,2,3,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,7,4,4,6,5,6,NA,2,2,7,NA,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,NA,7,1,1,6,6,6,NA,1,7,NA,NA,2,1,7,7,NA,7,7,6,7,7,7,7,7,7,7,7,6,7,7,7,NA,7,1,1,6,5,6,NA,2,7,7,NA,2,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,7,6,7,6,3,2,NA,6,1,7,NA,6,7,6,1,7,7,1,7,7,1,1,1,7,7,7,1,2,1,1,1,NA,7,4,5,1,2,3,NA,6,1,1,NA,1,1,1,1,1,6,7,7,7,1,7,1,7,6,7,1,1,1,1,2,NA,1,1,1,1,1,2,NA,1,2,1,NA,1,1,1,1,1,1,7,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,1,6,2,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,7,7,7,7,7,7,7,1,1,1,1,1,1,NA,1,2,1,6,5,5,NA,6,7,7,NA,6,1,4,7,1,5,1,7,7,7,1,1,7,7,7,1,1,1,1,1,NA,7,7,7,2,1,3,NA,1,1,1,NA,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,NA,1,1,1,1,1,3,NA,1,1,1,NA,1,1,1,1,1,1,1,2,1,7,1,1,1,1,1,2,1,1,1,1,NA,1,5,1,1,2,5,NA,1,6,1,NA,6,7,1,7,1,1,1,6,7,7,1,1,1,7,7,1,1,1,1,1,NA,7
24,2.9,3,2.7,2.6,4.5,6,7,4,2.5,4,2.5,4,2.5,2.5,2.5,4,3,2.5,2.5,4,2.5,4,2.5,2.5,1,4,2.5,2.5,2.5,2.5,3,3,2.5,2.5,2.5,2.5,2.5,4,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,5,7,4,7,4,4,4,1,1,1,4,4,4,4,4,4,7,4,1,7,4,4,4,4,4,4,4,4,4,4,4,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,7,1,4,5,1,1,1,7,7,7,4,7,1,4,5,5,4,4,1,4,4,4,3,4,4,4,1,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,6,5,4,4,6,5,6,5,4,5,3,7,4,7,4,5,7,4,5,6,1,2,4,4,4,5,4,4,6,6,7,4,7,6,7,7,6,6,5,7,6,7,6,4,6,7,6,3,5,4,5,5,5,4,5,5,5,5,5,5,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,6,1,7,4,7,7,5,7,5,7,4,4,7,7,4,4,3,4,4,5,4,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,2,2,3,1,1,2,1,1,1,3,1,2,2,1,1,1,1,1,3,2,1,1,1,1,1,2
25,3.6,3.4,3,3.5,4.1,2.5,1,1,1,1,5.5,1,NA,1,6,1,1,7,7,4,7,4,1,NA,1,4,4,NA,1,1,7,4,NA,7,7,1,3.5,1,1,1,1,1,5,7,NA,6,1,1,4,1,1,1,1,1,1,NA,1,7,1,NA,1,1,1,1,NA,1,7,1,7,5,3,4,4,4,4,5,NA,7,7,5,7,7,7,7,7,7,7,NA,7,7,7,NA,1,1,7,7,NA,7,7,7,6,5,5,1,4,2,7,7,NA,7,7,3,4,4,1,4,4,7,1,NA,1,7,4,NA,4,7,7,7,NA,6,7,1,6,7,7,7,1,4,3,7,NA,5,7,1,7,7,7,7,7,7,1,NA,1,7,7,NA,7,7,7,7,NA,7,7,1,NA,7,5,5,4,4,5,3,NA,7,5,5,6,7,6,7,7,7,7,NA,4,7,4,NA,7,1,7,7,NA,7,7,1,7,5,7,6,7,7,7,7,NA,7,7,7,7,7,4,7,7,7,7,NA,7,7,7,NA,6,7,7,7,NA,7,7,7,7,7,5,5,1,1,5,7,NA,7,7,5,7,7,7,5,5,7,4,NA,2,7,7,NA,5,4,7,5,NA,7,7,7,7,5,2,1,1,1,3,5,NA,3,7,1,4,1,4,4,6,5,1,NA,2,4,1,NA,5,1,5,5,NA,7,7,4,7,1,2,1,1,2,1,1,NA,1,1,1,1,1,1,2,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,2,1,1,1,1,1,1,7,1,1,1,NA,7,1,7,7,7,5,6,4,2,1,NA,2,4,2,NA,1,4,1,1,NA,2,1,2,1,7,3,1,1,1,5,1,NA,5,4,5,4,7,7,4,4,5,1,NA,7,7,4,NA,4,7,7,7,NA,7,7,7,7,1,1,2,1,1,1,2,NA,1,5,2,1,4,4,4,4,1,5,NA,1,1,1,NA,1,1,1,1,NA,1,1,3,1,1,3,1,1,1,1,2,NA,1,1,1,1,2,1,2,1,1,1,NA,1,1,NA,NA,1,1,1,2,NA,1,1,1,1,3,3,1,1,1,5,6,NA,5,7,1,1,7,7,1,3,6,1,NA,2,7,4,NA,1,4,7,7,NA,7,7,1,1
33,3,3.8,3.2,2.9,3.9,6.5,3.5,4.5,5,4,4.5,5.5,3,4.5,3.5,NA,5.5,2,NA,3,3,4,4,4,4,2,NA,3.5,2,NA,3,3,4,2,3,4.5,4,1,2,4,4,2,3,4,2,3,6,NA,1,6,NA,2,1,2,1,2,2,2,NA,5,3,NA,6,6,6,2,5,3,5,4,3,4,4,6,3,3,4,4,5,NA,6,2,NA,3,2,4,4,2,3,2,NA,2,3,NA,3,3,4,5,4,4,4,6,4,4,NA,6,7,5,4,5,7,NA,6,5,NA,5,5,5,6,4,4,NA,NA,4,4,NA,3,4,4,4,4,3,4,6,3,7,6,6,7,4,4,5,4,NA,4,3,NA,4,3,6,4,5,4,1,NA,3,3,NA,4,4,5,4,3,5,4,6,4,4,6,6,6,4,5,6,7,NA,6,6,NA,5,6,4,6,5,6,6,NA,4,4,NA,3,3,3,5,3,6,5,6,4,4,6,6,7,4,5,6,6,NA,6,4,NA,5,5,6,5,6,5,6,NA,3,5,NA,3,5,4,5,3,5,5,7,2,7,6,6,1,6,5,6,6,NA,1,3,NA,2,2,5,5,6,6,2,NA,2,5,NA,6,6,4,6,5,6,6,4,2,6,6,2,1,5,2,5,3,NA,1,1,NA,2,1,2,2,2,3,2,NA,2,2,NA,2,3,4,2,5,5,1,1,2,1,1,1,1,2,1,2,1,NA,1,1,NA,1,1,1,2,1,2,2,NA,2,2,NA,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,6,NA,1,1,NA,2,1,1,NA,1,2,2,NA,1,2,NA,1,1,1,1,1,1,1,6,4,2,5,6,4,3,4,4,6,NA,5,4,NA,5,5,5,5,6,6,3,NA,3,3,NA,4,4,4,6,3,2,5,2,1,6,4,1,1,2,2,3,1,NA,1,1,NA,2,1,1,2,2,2,2,NA,5,5,NA,2,1,2,NA,1,2,1,2,2,2,5,1,1,6,2,2,1,NA,1,1,NA,2,1,1,2,1,1,2,NA,2,2,NA,2,1,1,1,1,5,1,6,2,2,2,3,1,4,3,5,6,NA,1,1,NA,2,3,3,1,4,3,2,NA,2,2,NA,2,2,3,2,3,5,5
48,4.2,3.1,2.1,2.3,3.1,5,3,3.5,3.5,5.5,4,5.5,4,4.5,5.5,2.5,4.5,4.5,4.5,NA,NA,2,3.5,NA,NA,NA,NA,NA,4,4,5,5,3.5,NA,5.5,5,5.5,5,1,2,3,3,4,6,6,6,5,5,6,5,3,NA,NA,1,5,NA,NA,NA,NA,NA,3,3,5,6,6,NA,6,7,5,4,2,6,6,5,4,6,4,5,3,5,5,5,6,NA,NA,2,3,NA,NA,NA,NA,NA,5,5,6,2,6,NA,7,6,7,7,7,4,5,5,6,4,6,4,5,6,4,5,6,NA,NA,7,6,NA,NA,NA,NA,NA,6,6,5,4,4,NA,5,6,5,3,3,4,6,2,2,5,4,6,6,5,6,4,5,NA,NA,1,5,NA,NA,NA,NA,NA,3,3,4,5,5,NA,7,7,5,4,7,NA,2,5,5,4,4,4,5,4,5,2,3,NA,NA,7,3,NA,NA,NA,NA,NA,5,7,4,3,6,NA,7,6,4,6,7,5,3,3,5,5,3,5,6,4,5,3,5,NA,NA,7,6,NA,NA,NA,NA,NA,3,3,3,5,5,NA,7,7,7,1,1,2,1,5,4,4,4,4,3,3,5,3,2,NA,NA,1,2,NA,NA,NA,NA,NA,5,4,4,1,4,NA,7,3,1,1,1,1,2,4,5,3,3,5,4,4,4,NA,6,NA,NA,1,1,NA,NA,NA,NA,NA,5,5,2,3,2,NA,4,4,1,1,1,5,2,2,3,5,4,4,3,4,2,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,3,3,3,2,4,NA,2,4,6,1,1,2,2,2,1,4,4,3,3,6,3,5,5,NA,NA,1,1,NA,NA,NA,NA,NA,3,2,4,5,3,NA,4,2,2,7,5,2,7,3,2,2,2,2,2,3,4,2,5,NA,NA,7,7,NA,NA,NA,NA,NA,7,2,2,4,3,NA,2,2,4,1,1,3,2,5,5,4,5,3,4,4,2,4,3,NA,NA,1,1,NA,NA,NA,NA,NA,2,6,2,5,2,NA,4,2,6,1,1,3,2,3,3,3,4,4,4,4,5,3,2,NA,NA,1,1,NA,NA,NA,NA,NA,5,3,5,3,4,NA,2,6,2,1,5,5,1,5,4,3,4,3,5,4,3,4,3,NA,NA,1,2,NA,NA,NA,NA,NA,4,4,3,5,3,NA,3,5,1
49,4,2.2,3.6,4.1,2.8,NA,3,3,3,4.5,3.5,3.5,4,5,3.5,3,4,3,3,4,4,4,3,3.5,3,3.5,3,3.5,NA,3,3.5,3,3.5,NA,3,4,4.5,NA,2,3,5,4,4,3,4,3,3,2,2,3,3,3,3,3,2,2,3,3,4,3,NA,2,2,2,3,NA,2,2,3,NA,6,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,NA,4,4,4,4,NA,4,4,3,NA,4,4,4,3,4,4,4,4,3,4,5,3,4,4,4,6,4,4,4,4,4,4,NA,4,4,4,4,NA,4,4,4,NA,5,3,4,4,3,3,3,4,4,3,4,2,4,3,6,3,2,3,3,3,2,4,NA,4,4,3,3,NA,2,2,2,NA,6,5,4,4,3,6,4,6,4,6,6,4,5,5,5,6,6,6,5,5,4,6,NA,5,5,6,6,NA,6,5,5,NA,6,4,4,4,4,5,4,6,3,5,6,5,6,5,4,5,5,5,6,5,3,6,NA,5,5,5,4,NA,5,5,5,NA,4,1,2,1,1,1,3,2,3,2,2,2,1,6,7,5,1,2,2,4,2,4,NA,2,5,2,1,NA,1,4,5,NA,6,1,2,4,2,1,3,4,2,1,2,2,2,2,3,2,2,2,2,3,1,1,NA,2,5,2,2,NA,2,2,5,NA,1,1,1,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,NA,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,4,3,1,1,NA,1,1,6,NA,5,5,5,4,4,5,4,5,4,7,5,5,5,5,2,5,5,6,6,5,5,4,NA,4,2,6,5,NA,5,2,3,NA,1,1,4,4,5,1,2,2,3,1,1,2,2,2,3,2,1,1,2,2,2,1,NA,1,2,1,1,NA,1,3,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,NA,7,3,3,7,5,2,6,7,7,2,7,1,2,6,7,6,1,4,3,7,2,2,NA,5,4,1,6,NA,2,1,6
50,4.6,2.9,2.7,3.7,4.2,3.5,4,6.5,4,4,5.5,4.5,6.5,6,2.5,5,4.5,5.5,5,4.5,4,4,3,3,3,3.5,3,5,4.5,4.5,5,NA,4,5.5,3.5,3,NA,1,1,1,1,1,1,2,6,2,5,4,1,1,1,7,7,1,7,7,7,7,7,1,6,6,7,NA,7,7,7,4,NA,4,7,5,5,7,6,4,3,4,7,4,6,7,7,7,6,7,6,5,5,6,6,7,6,4,4,NA,7,7,5,4,NA,7,7,7,7,7,7,7,7,7,6,6,7,7,7,5,4,7,4,2,3,3,3,7,3,4,7,NA,7,7,2,7,NA,4,7,5,5,4,7,1,7,4,6,5,6,5,4,7,7,7,7,7,7,7,7,5,7,6,7,NA,6,7,6,5,NA,7,7,7,7,7,7,7,3,7,5,6,7,7,7,4,4,7,3,2,3,3,2,7,4,3,6,NA,7,7,2,5,NA,7,7,7,7,7,7,7,4,7,6,5,7,7,7,4,4,7,4,3,3,4,2,7,4,4,4,NA,5,7,2,6,NA,7,7,6,7,7,7,1,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,7,2,7,5,NA,1,1,7,1,2,1,1,4,1,6,4,5,6,6,6,7,6,7,7,6,7,7,3,6,7,7,NA,7,1,7,5,NA,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,6,1,1,NA,1,1,1,1,2,5,1,1,1,1,1,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,7,7,7,7,7,7,7,1,5,4,7,2,7,7,4,4,7,3,1,3,4,2,7,5,3,5,NA,4,6,2,7,NA,1,1,1,1,1,1,1,7,5,5,3,5,1,1,5,5,1,7,7,6,6,7,1,4,6,5,NA,4,3,7,1,NA,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,6,7,7,1,7,1,1,7,6,2,7,7,7,7,3,2,7,2,2,5,3,2,3,7,5,7,NA,6,7,2,2,NA
57,3.2,4.7,3.4,4.3,3.1,4,3.5,5,5,6,6,5.5,5.5,5,NA,4,4,5,4.5,4.5,4,4.5,3.5,NA,5,5,4,NA,4,5,4.5,4.5,4.5,4,4.5,5,5,2,2,5,6,6,6,6,6,6,NA,6,5,6,6,6,6,6,6,NA,6,6,5,NA,5,5,5,6,6,2,6,6,6,2,2,6,6,6,7,5,5,4,NA,4,4,5,5,4,5,4,5,NA,4,4,5,NA,3,4,5,4,4,4,4,4,4,2,2,6,6,6,7,6,6,6,NA,6,7,6,7,6,6,6,6,NA,7,7,6,NA,6,7,6,6,6,2,6,7,7,5,5,2,2,6,2,2,3,3,NA,2,4,3,3,3,3,3,2,NA,3,3,3,NA,3,3,3,2,3,4,4,4,4,2,2,6,6,6,7,6,6,6,NA,6,7,6,7,6,6,6,5,NA,7,6,6,NA,6,7,6,7,7,1,7,5,6,2,2,6,6,6,7,6,6,6,NA,6,6,6,6,6,6,6,5,NA,7,6,6,NA,5,6,6,7,6,2,6,6,6,7,7,7,7,7,7,7,6,6,NA,7,7,7,1,7,7,7,7,NA,6,7,7,NA,7,7,7,7,6,7,7,1,6,6,5,6,6,6,6,6,6,6,NA,6,6,6,2,5,6,6,6,NA,6,6,6,NA,5,5,6,6,6,6,6,2,5,2,3,2,2,2,2,2,2,2,NA,2,2,2,6,2,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,2,6,2,6,6,6,6,6,6,6,6,6,NA,6,6,6,2,6,6,6,6,NA,6,6,6,NA,6,6,6,6,6,6,6,2,6,6,5,6,6,6,6,6,5,6,NA,6,6,6,3,5,5,5,5,NA,6,5,5,NA,5,4,6,5,5,5,5,2,4,3,4,3,3,2,1,2,2,5,NA,2,6,5,4,4,5,5,4,NA,5,4,5,NA,5,4,5,2,4,5,5,3,5,2,3,2,2,2,2,2,2,2,NA,2,2,2,6,2,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,2,6,2,6,6,7,7,7,6,7,7,7,NA,6,7,7,1,7,7,7,7,NA,6,7,7,NA,7,7,7,7,7,7,7,1,6
